MunAno,Municipio,Ano,AreaGoverno,ValorDespesa,ValorReceita,PGasto,IndiceColetaEsgoto,IndiceTratamentoEsgoto,IndiceEsgotoTratado,IndiceAtendimentoAgua,TaxaMortalidadeInfanciaMilNascidosVivos,ObitosPopulacao60AnosMais,TaxaMortalidadeMilHabitantes,TaxaMortalidadeInfantilMilNascidosVivos,TaxaMortalidadeMulheresIdadeFértilCemMilMulheres,NascidosMortos,TaxaNatalidadeMilHabitantes,TaxaFecundidadeMilMulheres,LeitosInternaçãoMilHabitantes,LeitosSUSMilHabitantes,IndiceEnvelhecimento,IndiceQualidadeAterroResíduos,IndiceAtendimentoAgua,IndiceColetaEsgoto,IndiceTratamentoEsgoto
Mairinque2015,Mairinque,2015,SAÚDE,76404713.72,127912532.2,0.5973199998928642,73.96,0.0,0.0,100.0,10.6,200,6.69,10.6,129.9,3.0,16.83,61.3,,,55.44,8.5,100.0,74.0,
Mairinque2016,Mairinque,2016,SAÚDE,74892558.07,138680789.01,0.5400355637189203,64.26,0.0,0.0,100.0,9.33,190,6.27,7.78,121.95,1.0,14.24,52.28,,,58.1,8.7,100.0,64.3,
Mairinque2017,Mairinque,2017,SAÚDE,87950500.08,142711763.68,0.6162806611878878,73.43,0.0,0.0,100.0,13.41,217,7.37,11.92,203.62,3.0,14.77,54.65,,,60.88,8.5,100.0,73.4,
Mairinque2018,Mairinque,2018,SAÚDE,91809228.78,150716917.42,0.6091501229696529,74.79,0.0,0.0,85.79,11.7,208,6.8,11.7,106.09,6.0,14.96,55.82,,,63.81,8.7,100.0,74.8,
Manduri2014,Manduri,2014,SANEAMENTO,3911146.0,23747288.29,0.16469863641849947,82.9,100.0,82.9,89.31,20.83,50,8.35,,122.65,1.0,10.41,39.25,,,78.89,8.5,100.0,82.9,100.0
Manduri2014,Manduri,2014,SAÚDE,16025311.17,23747288.29,0.6748269938992685,82.9,100.0,82.9,89.31,20.83,50,8.35,,122.65,1.0,10.41,39.25,,,78.89,8.5,100.0,82.9,100.0
Manduri2015,Manduri,2015,SANEAMENTO,4334730.56,23473519.58,0.1846647046356565,81.3,100.0,81.3,89.55,17.86,61,8.19,17.86,122.15,,12.07,45.6,,,82.18,7.7,99.6,81.3,100.0
Manduri2015,Manduri,2015,SAÚDE,19058789.56,23473519.58,0.8119272227177446,81.3,100.0,81.3,89.55,17.86,61,8.19,17.86,122.15,,12.07,45.6,,,82.18,7.7,99.6,81.3,100.0
Manduri2016,Manduri,2016,SANEAMENTO,4802965.96,23308808.04,0.2060579825342283,82.02,100.0,82.02,93.13,21.51,57,8.04,21.51,203.67,3.0,9.97,37.88,,,84.83,7.3,99.6,82.0,100.0
Manduri2016,Manduri,2016,SAÚDE,18305173.16,23308808.04,0.7853328719592476,82.02,100.0,82.02,93.13,21.51,57,8.04,21.51,203.67,3.0,9.97,37.88,,,84.83,7.3,99.6,82.0,100.0
Manduri2017,Manduri,2017,SANEAMENTO,5967859.88,24365683.65,0.24492889121130818,82.42,100.0,82.42,86.47,8.06,58,8.64,8.06,81.73,3.0,13.22,50.67,,,87.21,8.2,100.0,82.4,100.0
Manduri2017,Manduri,2017,SAÚDE,17679439.41,24365683.65,0.7255876610710245,82.42,100.0,82.42,86.47,8.06,58,8.64,8.06,81.73,3.0,13.22,50.67,,,87.21,8.2,100.0,82.4,100.0
Manduri2018,Manduri,2018,SANEAMENTO,6489273.58,30004981.85,0.21627320464451472,71.56,100.0,71.56,86.49,10.1,45,6.26,10.1,81.8,2.0,10.5,40.49,,,90.22,7.3,100.0,71.6,100.0
Manduri2018,Manduri,2018,SAÚDE,21369030.12,30004981.85,0.7121827377475984,71.56,100.0,71.56,86.49,10.1,45,6.26,10.1,81.8,2.0,10.5,40.49,,,90.22,7.3,100.0,71.6,100.0
Marapoama2016,Marapoama,2016,SANEAMENTO,1341649.15,16447233.45,0.08157293772710449,100.0,0.0,0.0,100.0,30.3,16,6.42,30.3,133.87,,11.76,44.18,,,107.78,7.5,100.0,100.0,
Marapoama2016,Marapoama,2016,SAÚDE,11659386.79,16447233.45,0.7088965342070949,100.0,0.0,0.0,100.0,30.3,16,6.42,30.3,133.87,,11.76,44.18,,,107.78,7.5,100.0,100.0,
Marapoama2017,Marapoama,2017,SANEAMENTO,1097273.9,16349033.9,0.0671155192845982,100.0,0.0,0.0,98.91,,15,7.07,,133.33,,9.54,36.0,,,112.05,8.7,98.9,100.0,
Marapoama2017,Marapoama,2017,SAÚDE,10830541.6,16349033.9,0.6624575902310655,100.0,0.0,0.0,98.91,,15,7.07,,133.33,,9.54,36.0,,,112.05,8.7,98.9,100.0,
Marapoama2018,Marapoama,2018,SANEAMENTO,1138494.43,19238595.19,0.05917762803137394,100.0,0.0,0.0,97.36,,19,8.05,,132.8,,13.66,51.79,,,117.12,8.9,97.4,100.0,
Marapoama2018,Marapoama,2018,SAÚDE,14279890.47,19238595.19,0.7422522449779765,100.0,0.0,0.0,97.36,,19,8.05,,132.8,,13.66,51.79,,,117.12,8.9,97.4,100.0,
Marília2014,Marília,2014,SANEAMENTO,261873228.02,673871849.06,0.3886098349193445,73.19,3.14,2.3,95.5,16.14,1216,7.25,13.74,95.62,27.0,13.06,47.19,3.86,3.27,82.8,9.9,99.9,73.2,3.1
Marília2014,Marília,2014,SAÚDE,641157471.66,673871849.06,0.9514531176133355,73.19,3.14,2.3,95.5,16.14,1216,7.25,13.74,95.62,27.0,13.06,47.19,3.86,3.27,82.8,9.9,99.9,73.2,3.1
Marília2015,Marília,2015,SANEAMENTO,212611852.94,691471590.04,0.3074773512064334,77.17,3.01,2.33,97.06,12.82,1176,7.05,11.51,108.33,25.0,13.54,49.19,3.8,3.16,86.5,9.9,99.3,77.2,3.0
Marília2015,Marília,2015,SAÚDE,684434894.73,691471590.04,0.9898235944739351,77.17,3.01,2.33,97.06,12.82,1176,7.05,11.51,108.33,25.0,13.54,49.19,3.8,3.16,86.5,9.9,99.3,77.2,3.0
Marília2016,Marília,2016,SANEAMENTO,162745652.08,732518385.8,0.22217278806218876,82.79,3.0,2.48,99.54,12.47,1212,7.24,11.46,85.93,20.0,13.12,48.09,3.94,3.14,89.69,9.6,100.0,82.8,3.0
Marília2016,Marília,2016,SAÚDE,709090821.77,732518385.8,0.9680177801893475,82.79,3.0,2.48,99.54,12.47,1212,7.24,11.46,85.93,20.0,13.12,48.09,3.94,3.14,89.69,9.6,100.0,82.8,3.0
Marília2017,Marília,2017,SANEAMENTO,156010460.96,796758622.02,0.19580642951120006,88.41,2.94,2.6,99.11,11.48,1224,7.1,9.89,99.18,33.0,13.79,50.99,3.26,2.48,92.99,9.1,99.7,88.4,2.9
Marília2017,Marília,2017,SAÚDE,743810705.42,796758622.02,0.933545850478828,88.41,2.94,2.6,99.11,11.48,1224,7.1,9.89,99.18,33.0,13.79,50.99,3.26,2.48,92.99,9.1,99.7,88.4,2.9
Marília2018,Marília,2018,SANEAMENTO,250808489.64,833744004.26,0.30082194097768444,80.0,5.15,4.12,99.28,10.62,1210,6.99,9.98,114.15,22.0,13.58,50.65,3.82,2.9,96.39,9.0,99.7,80.0,5.2
Marília2018,Marília,2018,SAÚDE,743931792.12,833744004.26,0.8922784311717912,80.0,5.15,4.12,99.28,10.62,1210,6.99,9.98,114.15,22.0,13.58,50.65,3.82,2.9,96.39,9.0,99.7,80.0,5.2
Martinópolis2014,Martinópolis,2014,SANEAMENTO,5363960.36,62707234.88,0.08553973668691928,87.77,100.0,87.77,100.0,6.78,144,8.38,6.78,128.6,,11.89,47.42,2.66,1.65,80.68,7.2,100.0,87.8,100.0
Martinópolis2014,Martinópolis,2014,SAÚDE,51048752.55,62707234.88,0.8140807459887154,87.77,100.0,87.77,100.0,6.78,144,8.38,6.78,128.6,,11.89,47.42,2.66,1.65,80.68,7.2,100.0,87.8,100.0
Martinópolis2015,Martinópolis,2015,SANEAMENTO,6225440.85,62851049.85,0.09905070583319778,87.47,100.0,87.47,100.0,26.76,163,9.13,26.76,96.11,1.0,11.98,47.89,2.04,1.72,83.98,7.1,100.0,87.5,100.0
Martinópolis2015,Martinópolis,2015,SAÚDE,49396813.12,62851049.85,0.7859345744882573,87.47,100.0,87.47,100.0,26.76,163,9.13,26.76,96.11,1.0,11.98,47.89,2.04,1.72,83.98,7.1,100.0,87.5,100.0
Martinópolis2016,Martinópolis,2016,SANEAMENTO,6322546.49,70863038.47,0.08922206310242627,92.74,100.0,92.74,99.38,18.94,152,8.45,18.94,128.45,2.0,10.52,42.39,2.03,1.71,86.81,7.1,99.4,92.7,100.0
Martinópolis2016,Martinópolis,2016,SAÚDE,54862016.96,70863038.47,0.7741979195998763,92.74,100.0,92.74,99.38,18.94,152,8.45,18.94,128.45,2.0,10.52,42.39,2.03,1.71,86.81,7.1,99.4,92.7,100.0
Martinópolis2017,Martinópolis,2017,SANEAMENTO,7172854.04,69147145.53,0.1037331907922071,92.68,100.0,92.68,100.0,7.3,141,7.96,3.65,176.99,1.0,10.85,44.09,1.43,1.07,89.99,8.9,100.0,92.7,100.0
Martinópolis2017,Martinópolis,2017,SAÚDE,55659888.18,69147145.53,0.8049484581522103,92.68,100.0,92.68,100.0,7.3,141,7.96,3.65,176.99,1.0,10.85,44.09,1.43,1.07,89.99,8.9,100.0,92.7,100.0
Martinópolis2018,Martinópolis,2018,SANEAMENTO,7572612.83,75415369.38,0.10041206311466057,80.31,100.0,80.31,100.0,9.9,168,8.43,9.9,80.59,5.0,11.94,48.84,1.38,1.18,93.13,9.2,100.0,80.3,100.0
Martinópolis2018,Martinópolis,2018,SAÚDE,65000879.57,75415369.38,0.8619049419817348,80.31,100.0,80.31,100.0,9.9,168,8.43,9.9,80.59,5.0,11.94,48.84,1.38,1.18,93.13,9.2,100.0,80.3,100.0
Matão2014,Matão,2014,SANEAMENTO,26390437.57,172437910.08,0.15304313046798437,100.0,90.0,90.0,100.0,14.31,369,6.72,12.4,95.94,4.0,13.4,47.88,2.16,1.29,73.83,7.1,100.0,100.0,90.0
Matão2014,Matão,2014,SAÚDE,151993562.39,172437910.08,0.881439367477168,100.0,90.0,90.0,100.0,14.31,369,6.72,12.4,95.94,4.0,13.4,47.88,2.16,1.29,73.83,7.1,100.0,100.0,90.0
Matão2015,Matão,2015,SANEAMENTO,42616.74,189249662.28,0.00022518793157446894,91.68,100.0,100.0,100.0,13.64,415,7.24,13.64,119.12,7.0,13.99,50.4,2.06,1.22,77.98,7.2,100.0,91.7,100.0
Matão2015,Matão,2015,SAÚDE,162916509.27,189249662.28,0.8608549537539497,91.68,100.0,100.0,100.0,13.64,415,7.24,13.64,119.12,7.0,13.99,50.4,2.06,1.22,77.98,7.2,100.0,91.7,100.0
Matão2016,Matão,2016,SAÚDE,166453029.54,205650384.27,0.8093980963413251,100.0,100.0,100.0,100.0,15.98,419,7.09,13.7,115.28,7.0,11.1,40.39,2.05,1.22,81.79,8.5,100.0,100.0,100.0
Matão2017,Matão,2017,SAÚDE,164981678.42,210972602.76,0.7820052284593618,92.04,100.0,92.04,100.0,9.05,430,6.87,8.05,74.27,9.0,12.56,46.14,2.05,1.21,85.8,8.3,100.0,92.0,100.0
Matão2018,Matão,2018,SANEAMENTO,234000.0,233122521.26,0.0010037640238929183,100.0,100.0,100.0,100.0,11.49,405,6.81,10.45,93.48,2.0,12.04,44.73,2.04,1.16,90.01,8.1,100.0,100.0,100.0
Matão2018,Matão,2018,SAÚDE,172690165.33,233122521.26,0.7407699796511716,100.0,100.0,100.0,100.0,11.49,405,6.81,10.45,93.48,2.0,12.04,44.73,2.04,1.16,90.01,8.1,100.0,100.0,100.0
Mauá2014,Mauá,2014,SANEAMENTO,228720458.21,800801758.8,0.2856143305088855,,2.98,,,14.4,1294,5.0,13.03,97.99,53.0,13.4,45.0,1.36,0.73,47.06,7.6,98.0,90.3,3.0
Mauá2014,Mauá,2014,SAÚDE,806196558.73,800801758.8,1.0067367483534053,,2.98,,,14.4,1294,5.0,13.03,97.99,53.0,13.4,45.0,1.36,0.73,47.06,7.6,98.0,90.3,3.0
Mauá2015,Mauá,2015,SANEAMENTO,336194637.54,855731736.48,0.39287386830236776,,,,98.0,12.19,1304,4.94,11.53,90.3,61.0,13.8,46.46,0.94,0.62,50.31,8.3,98.0,92.1,72.0
Mauá2015,Mauá,2015,SANEAMENTO,336194637.54,855731736.48,0.39287386830236776,,71.97,,98.0,12.19,1304,4.94,11.53,90.3,61.0,13.8,46.46,0.94,0.62,50.31,8.3,98.0,92.1,72.0
Mauá2015,Mauá,2015,SAÚDE,862720095.67,855731736.48,1.0081665303413265,,,,98.0,12.19,1304,4.94,11.53,90.3,61.0,13.8,46.46,0.94,0.62,50.31,8.3,98.0,92.1,72.0
Mauá2015,Mauá,2015,SAÚDE,862720095.67,855731736.48,1.0081665303413265,,71.97,,98.0,12.19,1304,4.94,11.53,90.3,61.0,13.8,46.46,0.94,0.62,50.31,8.3,98.0,92.1,72.0
Mauá2016,Mauá,2016,SANEAMENTO,288729807.68,879322082.69,0.3283550059344865,,73.13,,98.09,10.54,1400,5.12,9.52,95.47,40.0,13.26,44.95,1.0,0.68,53.12,8.0,98.1,92.2,73.1
Mauá2016,Mauá,2016,SAÚDE,851373305.41,879322082.69,0.9682155403234047,,73.13,,98.09,10.54,1400,5.12,9.52,95.47,40.0,13.26,44.95,1.0,0.68,53.12,8.0,98.1,92.2,73.1
Mauá2017,Mauá,2017,SANEAMENTO,288200469.98,900140486.44,0.32017276671979844,,84.58,,98.5,11.48,1460,5.05,9.89,102.94,35.0,12.64,43.18,0.9,0.55,56.08,9.4,98.5,90.9,84.6
Mauá2017,Mauá,2017,SAÚDE,890438313.35,900140486.44,0.9892214901605287,,84.58,,98.5,11.48,1460,5.05,9.89,102.94,35.0,12.64,43.18,0.9,0.55,56.08,9.4,98.5,90.9,84.6
Mauá2018,Mauá,2018,SANEAMENTO,315799862.8,975128834.34,0.3238545017630865,,92.29,,98.5,12.74,1523,5.05,11.46,77.66,37.0,12.16,41.84,0.89,0.54,59.22,9.0,98.5,90.2,92.3
Mauá2018,Mauá,2018,SAÚDE,877817165.17,975128834.34,0.9002063463379545,,92.29,,98.5,12.74,1523,5.05,11.46,77.66,37.0,12.16,41.84,0.89,0.54,59.22,9.0,98.5,90.2,92.3
Mineiros do Tietê2014,Mineiros do Tietê,2014,SAÚDE,22090585.45,31710665.4,0.696629514749949,80.0,100.0,80.0,95.53,6.54,76,8.48,6.54,122.03,2.0,12.48,46.67,,,66.52,7.1,100.0,80.0,100.0
Mineiros do Tietê2015,Mineiros do Tietê,2015,SAÚDE,21493420.22,29044629.16,0.7400135874208559,80.0,100.0,80.0,95.53,6.76,69,8.2,6.76,91.24,2.0,12.01,45.01,,,69.92,7.1,100.0,80.0,100.0
Mineiros do Tietê2016,Mineiros do Tietê,2016,SAÚDE,23078186.95,30578578.13,0.7547174643597465,36.51,100.0,36.51,95.53,33.9,69,8.48,33.9,212.77,1.0,9.53,35.87,,,72.72,7.1,100.0,36.5,100.0
Mineiros do Tietê2017,Mineiros do Tietê,2017,SAÚDE,23093327.92,29221020.42,0.790298476510219,93.56,100.0,93.56,95.53,21.28,86,9.25,21.28,30.44,3.0,11.34,42.92,,,75.8,7.6,100.0,93.6,100.0
Mineiros do Tietê2018,Mineiros do Tietê,2018,SAÚDE,18233211.36,31538219.58,0.5781306491873947,79.6,100.0,79.6,95.53,12.74,66,7.69,6.37,213.09,1.0,12.57,47.79,0.4,0.4,78.94,9.0,100.0,79.6,100.0
Mirandópolis2014,Mirandópolis,2014,SANEAMENTO,10337319.63,64655906.72,0.15988206112037032,54.59,0.0,0.0,88.54,10.0,142,7.54,6.67,233.32,4.0,10.72,46.66,3.21,3.21,99.93,5.2,99.5,54.6,
Mirandópolis2014,Mirandópolis,2014,SAÚDE,40743097.9,64655906.72,0.63015275737208,54.59,0.0,0.0,88.54,10.0,142,7.54,6.67,233.32,4.0,10.72,46.66,3.21,3.21,99.93,5.2,99.5,54.6,
Mirandópolis2015,Mirandópolis,2015,SANEAMENTO,9697170.3,72708971.69,0.1333696526660368,55.56,0.0,0.0,98.77,20.62,155,7.11,17.18,46.82,3.0,10.35,45.41,3.2,3.2,102.88,2.6,99.4,55.6,
Mirandópolis2015,Mirandópolis,2015,SAÚDE,39140039.23,72708971.69,0.5383109995954338,55.56,0.0,0.0,98.77,20.62,155,7.11,17.18,46.82,3.0,10.35,45.41,3.2,3.2,102.88,2.6,99.4,55.6,
Mirandópolis2016,Mirandópolis,2016,SANEAMENTO,10071238.28,81439124.98,0.12366584589990764,55.49,0.0,0.0,98.51,14.49,157,7.62,7.25,156.99,,9.78,43.33,3.19,3.19,105.03,9.5,99.1,55.5,
Mirandópolis2016,Mirandópolis,2016,SAÚDE,42614628.32,81439124.98,0.5232697223903793,55.49,0.0,0.0,98.51,14.49,157,7.62,7.25,156.99,,9.78,43.33,3.19,3.19,105.03,9.5,99.1,55.5,
Mirandópolis2017,Mirandópolis,2017,SANEAMENTO,10435842.91,79742092.19,0.1308699411238761,73.91,86.79,64.14,98.77,7.33,147,7.09,7.33,126.32,2.0,9.63,43.11,2.36,2.15,107.33,9.8,99.7,73.9,86.8
Mirandópolis2017,Mirandópolis,2017,SAÚDE,48626427.34,79742092.19,0.6097962318838929,73.91,86.79,64.14,98.77,7.33,147,7.09,7.33,126.32,2.0,9.63,43.11,2.36,2.15,107.33,9.8,99.7,73.9,86.8
Mirandópolis2018,Mirandópolis,2018,SANEAMENTO,11335639.13,82531632.37,0.1373490236953131,80.85,86.21,69.7,98.41,13.94,159,7.81,13.94,174.77,2.0,10.09,45.6,2.39,2.39,109.5,8.9,99.7,80.9,86.2
Mirandópolis2018,Mirandópolis,2018,SAÚDE,53991333.31,82531632.37,0.6541895726471258,80.85,86.21,69.7,98.41,13.94,159,7.81,13.94,174.77,2.0,10.09,45.6,2.39,2.39,109.5,8.9,99.7,80.9,86.2
Mirassol2014,Mirassol,2014,SANEAMENTO,1477941.4,119249633.6,0.012393676654449695,100.0,80.23,96.32,95.05,7.73,277,6.92,3.87,117.52,3.0,13.98,50.67,1.68,0.52,85.24,7.1,97.5,100.0,80.2
Mirassol2014,Mirassol,2014,SAÚDE,85761959.74,119249633.6,0.7191800691620741,100.0,80.23,96.32,95.05,7.73,277,6.92,3.87,117.52,3.0,13.98,50.67,1.68,0.52,85.24,7.1,97.5,100.0,80.2
Mirassol2015,Mirassol,2015,SANEAMENTO,1727236.46,132168504.51,0.01306844218600745,100.0,80.0,80.0,97.47,9.15,326,7.44,7.84,78.07,2.0,13.68,49.77,1.45,0.52,89.03,9.3,100.0,100.0,80.0
Mirassol2015,Mirassol,2015,SAÚDE,86417478.62,132168504.51,0.6538432052354921,100.0,80.0,80.0,97.47,9.15,326,7.44,7.84,78.07,2.0,13.68,49.77,1.45,0.52,89.03,9.3,100.0,100.0,80.0
Mirassol2016,Mirassol,2016,SANEAMENTO,2855597.44,138383462.0,0.020635395290226226,100.0,80.0,80.0,97.47,17.09,317,7.67,14.25,110.86,4.0,12.47,45.78,1.39,0.51,92.53,8.8,100.0,100.0,80.0
Mirassol2016,Mirassol,2016,SAÚDE,103137303.88,138383462.0,0.7453007923735857,100.0,80.0,80.0,97.47,17.09,317,7.67,14.25,110.86,4.0,12.47,45.78,1.39,0.51,92.53,8.8,100.0,100.0,80.0
Mirassol2017,Mirassol,2017,SANEAMENTO,1927910.54,142527332.02,0.013526602320244567,100.0,80.0,86.57,97.47,7.1,321,7.34,7.1,98.05,3.0,12.42,46.02,1.38,0.51,96.15,8.8,100.0,100.0,80.0
Mirassol2017,Mirassol,2017,SAÚDE,104773439.52,142527332.02,0.7351112101452777,100.0,80.0,86.57,97.47,7.1,321,7.34,7.1,98.05,3.0,12.42,46.02,1.38,0.51,96.15,8.8,100.0,100.0,80.0
Mirassol2018,Mirassol,2018,SANEAMENTO,2139583.83,158985911.38,0.013457694530467397,90.69,80.0,72.55,95.89,5.23,319,6.92,5.23,91.76,7.0,13.41,50.14,1.42,0.53,99.88,6.3,98.4,90.7,80.0
Mirassol2018,Mirassol,2018,SAÚDE,76727723.3,158985911.38,0.4826070601728308,90.69,80.0,72.55,95.89,5.23,319,6.92,5.23,91.76,7.0,13.41,50.14,1.42,0.53,99.88,6.3,98.4,90.7,80.0
Mirassolândia2016,Mirassolândia,2016,SANEAMENTO,1069074.05,14982670.46,0.07135403884468804,63.2,100.0,63.2,76.88,,20,5.29,,84.46,,9.25,35.47,,,94.67,9.0,84.9,63.2,100.0
Mirassolândia2016,Mirassolândia,2016,SAÚDE,11800882.73,14982670.46,0.7876354726952994,63.2,100.0,63.2,76.88,,20,5.29,,84.46,,9.25,35.47,,,94.67,9.0,84.9,63.2,100.0
Mirassolândia2017,Mirassolândia,2017,SANEAMENTO,1191705.1,14642078.92,0.08138906411522061,70.2,100.0,70.2,76.17,,16,4.8,,,,11.14,42.75,,,96.48,8.5,93.7,70.2,100.0
Mirassolândia2017,Mirassolândia,2017,SAÚDE,11533864.91,14642078.92,0.7877204441403188,70.2,100.0,70.2,76.17,,16,4.8,,,,11.14,42.75,,,96.48,8.5,93.7,70.2,100.0
Mirassolândia2018,Mirassolândia,2018,SANEAMENTO,1043395.38,17316631.08,0.060253947501663824,75.76,100.0,75.76,100.0,33.33,20,7.14,33.33,166.67,,12.98,50.0,,,98.43,8.3,92.5,75.8,100.0
Mirassolândia2018,Mirassolândia,2018,SAÚDE,12851635.48,17316631.08,0.7421556433597014,75.76,100.0,75.76,100.0,33.33,20,7.14,33.33,166.67,,12.98,50.0,,,98.43,8.3,92.5,75.8,100.0
Mogi das Cruzes2014,Mogi das Cruzes,2014,SANEAMENTO,390662453.81,1124926332.49,0.347278255052735,80.79,69.8,56.39,90.3,15.62,1631,6.36,13.73,100.95,45.0,15.61,55.16,2.05,1.5,53.39,10.0,98.0,80.8,69.8
Mogi das Cruzes2014,Mogi das Cruzes,2014,SAÚDE,648737780.81,1124926332.49,0.5766935683459671,80.79,69.8,56.39,90.3,15.62,1631,6.36,13.73,100.95,45.0,15.61,55.16,2.05,1.5,53.39,10.0,98.0,80.8,69.8
Mogi das Cruzes2015,Mogi das Cruzes,2015,SANEAMENTO,391848364.55,1176301885.99,0.33311887808478036,73.31,83.12,60.93,92.14,12.36,1696,6.25,11.18,123.22,45.0,16.55,58.57,2.02,1.58,56.29,10.0,100.0,73.3,83.1
Mogi das Cruzes2015,Mogi das Cruzes,2015,SAÚDE,727571404.58,1176301885.99,0.6185243883781253,73.31,83.12,60.93,92.14,12.36,1696,6.25,11.18,123.22,45.0,16.55,58.57,2.02,1.58,56.29,10.0,100.0,73.3,83.1
Mogi das Cruzes2016,Mogi das Cruzes,2016,SANEAMENTO,498858544.0,1370723155.14,0.36393821912860924,85.0,82.45,70.09,90.3,13.8,1791,6.49,11.5,108.91,37.0,15.71,55.92,1.83,1.53,58.93,9.4,98.0,85.0,82.5
Mogi das Cruzes2016,Mogi das Cruzes,2016,SAÚDE,816202173.4,1370723155.14,0.5954536992676952,85.0,82.45,70.09,90.3,13.8,1791,6.49,11.5,108.91,37.0,15.71,55.92,1.83,1.53,58.93,9.4,98.0,85.0,82.5
Mogi das Cruzes2017,Mogi das Cruzes,2017,SANEAMENTO,698016255.15,1427153431.91,0.48909685500025385,75.16,81.0,60.87,99.7,11.04,1935,6.56,10.24,96.46,50.0,14.9,53.35,1.82,1.43,61.69,9.0,99.0,75.2,81.0
Mogi das Cruzes2017,Mogi das Cruzes,2017,SAÚDE,1041774142.54,1427153431.91,0.7299664627830268,75.16,81.0,60.87,99.7,11.04,1935,6.56,10.24,96.46,50.0,14.9,53.35,1.82,1.43,61.69,9.0,99.0,75.2,81.0
Mogi das Cruzes2018,Mogi das Cruzes,2018,SANEAMENTO,613929976.95,1517662890.06,0.40452328443356,74.94,64.09,48.03,99.7,14.43,1928,6.62,13.05,114.73,43.0,15.37,55.37,2.12,1.42,64.57,9.7,98.1,74.9,64.1
Mogi das Cruzes2018,Mogi das Cruzes,2018,SAÚDE,910426444.21,1517662890.06,0.5998871357881109,74.94,64.09,48.03,99.7,14.43,1928,6.62,13.05,114.73,43.0,15.37,55.37,2.12,1.42,64.57,9.7,98.1,74.9,64.1
Mogi Guaçu2014,Mogi Guaçu,2014,SANEAMENTO,129729137.83,407378803.6,0.31844842363811193,80.0,75.0,60.0,94.94,12.97,664,6.87,11.42,134.59,8.0,13.58,48.94,2.35,1.09,70.27,7.4,100.0,80.0,75.0
Mogi Guaçu2014,Mogi Guaçu,2014,SAÚDE,406937448.93,407378803.6,0.9989165988360225,80.0,75.0,60.0,94.94,12.97,664,6.87,11.42,134.59,8.0,13.58,48.94,2.35,1.09,70.27,7.4,100.0,80.0,75.0
Mogi Guaçu2015,Mogi Guaçu,2015,SANEAMENTO,156140456.41,414296505.87,0.37688093961138674,80.0,75.0,60.0,94.94,11.23,737,7.18,9.7,88.59,21.0,13.69,49.58,2.33,1.08,73.92,7.3,100.0,80.0,75.0
Mogi Guaçu2015,Mogi Guaçu,2015,SAÚDE,386596389.0,414296505.87,0.933139390563212,80.0,75.0,60.0,94.94,11.23,737,7.18,9.7,88.59,21.0,13.69,49.58,2.33,1.08,73.92,7.3,100.0,80.0,75.0
Mogi Guaçu2016,Mogi Guaçu,2016,SANEAMENTO,167962612.06,452746044.69,0.37098637090249076,80.0,75.0,60.0,94.94,13.1,715,7.03,11.53,93.7,12.0,13.24,48.32,2.31,1.07,77.02,7.3,100.0,80.0,75.0
Mogi Guaçu2016,Mogi Guaçu,2016,SAÚDE,411549535.45,452746044.69,0.909007467380068,80.0,75.0,60.0,94.94,13.1,715,7.03,11.53,93.7,12.0,13.24,48.32,2.31,1.07,77.02,7.3,100.0,80.0,75.0
Mogi Guaçu2017,Mogi Guaçu,2017,SANEAMENTO,171170501.93,468176059.98,0.3656113940070157,80.0,75.0,60.0,94.94,12.17,738,7.14,11.16,119.12,10.0,13.59,49.98,2.29,1.06,80.23,6.9,100.0,80.0,75.0
Mogi Guaçu2017,Mogi Guaçu,2017,SAÚDE,387759560.28,468176059.98,0.8282344900261766,80.0,75.0,60.0,94.94,12.17,738,7.14,11.16,119.12,10.0,13.59,49.98,2.29,1.06,80.23,6.9,100.0,80.0,75.0
Mogi Guaçu2018,Mogi Guaçu,2018,SANEAMENTO,154012986.15,484506408.61,0.31787605574062006,80.0,75.0,60.0,94.94,9.94,803,7.61,8.94,98.93,12.0,13.77,51.07,2.28,1.05,83.56,7.1,100.0,80.0,75.0
Mogi Guaçu2018,Mogi Guaçu,2018,SAÚDE,398779182.94,484506408.61,0.823062762129519,80.0,75.0,60.0,94.94,9.94,803,7.61,8.94,98.93,12.0,13.77,51.07,2.28,1.05,83.56,7.1,100.0,80.0,75.0
Mogi Mirim2014,Mogi Mirim,2014,SANEAMENTO,95082314.83,296248728.82,0.3209543386353964,98.98,83.32,82.47,99.25,9.62,466,7.49,8.75,130.22,8.0,12.95,48.02,2.88,1.48,81.23,9.8,99.3,99.0,83.3
Mogi Mirim2014,Mogi Mirim,2014,SAÚDE,257908925.17,296248728.82,0.8705823859474003,98.98,83.32,82.47,99.25,9.62,466,7.49,8.75,130.22,8.0,12.95,48.02,2.88,1.48,81.23,9.8,99.3,99.0,83.3
Mogi Mirim2015,Mogi Mirim,2015,SANEAMENTO,98614431.45,328663582.79,0.3000467244130598,88.9,98.36,87.44,93.57,5.78,503,7.59,4.95,96.81,10.0,13.66,51.02,2.72,1.5,85.23,9.8,100.0,88.9,98.4
Mogi Mirim2015,Mogi Mirim,2015,SAÚDE,256783034.08,328663582.79,0.7812944528267735,88.9,98.36,87.44,93.57,5.78,503,7.59,4.95,96.81,10.0,13.66,51.02,2.72,1.5,85.23,9.8,100.0,88.9,98.4
